"Campaign","Campaign Status","Campaign Type","Networks","Daily Budget","Budget Type","Start Date","End Date","Bid Strategy Type","Campaign URL Options (Tracking Template)","Final URL Suffix","Campaign Language"
10K ZIP Campaign - 2025-12-05,Enabled,Search,Search Network,,,,,,,,en

"Campaign","Setting","Value"

"Budget","Budget Amount","Delivery Method","Budget ID"
10K ZIP Campaign - 2025-12-05,58371,Postal Code,
10K ZIP Campaign - 2025-12-05,58404,Postal Code,
10K ZIP Campaign - 2025-12-05,58422,Postal Code,
10K ZIP Campaign - 2025-12-05,58436,Postal Code,
10K ZIP Campaign - 2025-12-05,58443,Postal Code,
10K ZIP Campaign - 2025-12-05,58445,Postal Code,
10K ZIP Campaign - 2025-12-05,58448,Postal Code,
10K ZIP Campaign - 2025-12-05,58462,Postal Code,
10K ZIP Campaign - 2025-12-05,58476,Postal Code,
10K ZIP Campaign - 2025-12-05,58503,Postal Code,
10K ZIP Campaign - 2025-12-05,58549,Postal Code,
10K ZIP Campaign - 2025-12-05,58569,Postal Code,
10K ZIP Campaign - 2025-12-05,58582,Postal Code,
10K ZIP Campaign - 2025-12-05,58587,Postal Code,
10K ZIP Campaign - 2025-12-05,58591,Postal Code,
10K ZIP Campaign - 2025-12-05,58593,Postal Code,
10K ZIP Campaign - 2025-12-05,58605,Postal Code,
10K ZIP Campaign - 2025-12-05,58613,Postal Code,
10K ZIP Campaign - 2025-12-05,58632,Postal Code,
10K ZIP Campaign - 2025-12-05,58635,Postal Code,
10K ZIP Campaign - 2025-12-05,58638,Postal Code,
10K ZIP Campaign - 2025-12-05,58656,Postal Code,
10K ZIP Campaign - 2025-12-05,58673,Postal Code,
10K ZIP Campaign - 2025-12-05,58674,Postal Code,
10K ZIP Campaign - 2025-12-05,58690,Postal Code,
10K ZIP Campaign - 2025-12-05,58691,Postal Code,
10K ZIP Campaign - 2025-12-05,58704,Postal Code,
10K ZIP Campaign - 2025-12-05,58708,Postal Code,
10K ZIP Campaign - 2025-12-05,58711,Postal Code,
10K ZIP Campaign - 2025-12-05,58719,Postal Code,
10K ZIP Campaign - 2025-12-05,58722,Postal Code,
10K ZIP Campaign - 2025-12-05,58728,Postal Code,
10K ZIP Campaign - 2025-12-05,58731,Postal Code,
10K ZIP Campaign - 2025-12-05,58741,Postal Code,
10K ZIP Campaign - 2025-12-05,58746,Postal Code,
10K ZIP Campaign - 2025-12-05,58748,Postal Code,
10K ZIP Campaign - 2025-12-05,58758,Postal Code,
10K ZIP Campaign - 2025-12-05,58766,Postal Code,
10K ZIP Campaign - 2025-12-05,58783,Postal Code,
10K ZIP Campaign - 2025-12-05,58788,Postal Code,
10K ZIP Campaign - 2025-12-05,58789,Postal Code,
10K ZIP Campaign - 2025-12-05,58792,Postal Code,
10K ZIP Campaign - 2025-12-05,58801,Postal Code,
10K ZIP Campaign - 2025-12-05,58805,Postal Code,
10K ZIP Campaign - 2025-12-05,58826,Postal Code,
10K ZIP Campaign - 2025-12-05,58830,Postal Code,
10K ZIP Campaign - 2025-12-05,58831,Postal Code,
10K ZIP Campaign - 2025-12-05,58835,Postal Code,
10K ZIP Campaign - 2025-12-05,58844,Postal Code,
10K ZIP Campaign - 2025-12-05,58848,Postal Code,
10K ZIP Campaign - 2025-12-05,58859,Postal Code,
10K ZIP Campaign - 2025-12-05,58872,Postal Code,
10K ZIP Campaign - 2025-12-05,58899,Postal Code,
10K ZIP Campaign - 2025-12-05,58908,Postal Code,
10K ZIP Campaign - 2025-12-05,58914,Postal Code,
10K ZIP Campaign - 2025-12-05,58925,Postal Code,
10K ZIP Campaign - 2025-12-05,58934,Postal Code,
10K ZIP Campaign - 2025-12-05,58941,Postal Code,
10K ZIP Campaign - 2025-12-05,58954,Postal Code,
10K ZIP Campaign - 2025-12-05,58964,Postal Code,
10K ZIP Campaign - 2025-12-05,58966,Postal Code,
10K ZIP Campaign - 2025-12-05,58980,Postal Code,
10K ZIP Campaign - 2025-12-05,58987,Postal Code,
10K ZIP Campaign - 2025-12-05,58991,Postal Code,
10K ZIP Campaign - 2025-12-05,58994,Postal Code,
10K ZIP Campaign - 2025-12-05,58996,Postal Code,
10K ZIP Campaign - 2025-12-05,58998,Postal Code,
10K ZIP Campaign - 2025-12-05,59001,Postal Code,
10K ZIP Campaign - 2025-12-05,59050,Postal Code,
10K ZIP Campaign - 2025-12-05,59070,Postal Code,
10K ZIP Campaign - 2025-12-05,59084,Postal Code,
10K ZIP Campaign - 2025-12-05,59090,Postal Code,
10K ZIP Campaign - 2025-12-05,59092,Postal Code,
10K ZIP Campaign - 2025-12-05,59096,Postal Code,
10K ZIP Campaign - 2025-12-05,59110,Postal Code,
10K ZIP Campaign - 2025-12-05,59137,Postal Code,
10K ZIP Campaign - 2025-12-05,59139,Postal Code,
10K ZIP Campaign - 2025-12-05,59154,Postal Code,
10K ZIP Campaign - 2025-12-05,59159,Postal Code,
10K ZIP Campaign - 2025-12-05,59167,Postal Code,
10K ZIP Campaign - 2025-12-05,59178,Postal Code,
10K ZIP Campaign - 2025-12-05,59180,Postal Code,
10K ZIP Campaign - 2025-12-05,59181,Postal Code,
10K ZIP Campaign - 2025-12-05,59189,Postal Code,
10K ZIP Campaign - 2025-12-05,59193,Postal Code,
10K ZIP Campaign - 2025-12-05,59201,Postal Code,
10K ZIP Campaign - 2025-12-05,59222,Postal Code,
10K ZIP Campaign - 2025-12-05,59226,Postal Code,
10K ZIP Campaign - 2025-12-05,59237,Postal Code,
10K ZIP Campaign - 2025-12-05,59240,Postal Code,
10K ZIP Campaign - 2025-12-05,59245,Postal Code,
10K ZIP Campaign - 2025-12-05,59258,Postal Code,
10K ZIP Campaign - 2025-12-05,59270,Postal Code,
10K ZIP Campaign - 2025-12-05,59278,Postal Code,
10K ZIP Campaign - 2025-12-05,59284,Postal Code,
10K ZIP Campaign - 2025-12-05,59326,Postal Code,
10K ZIP Campaign - 2025-12-05,59330,Postal Code,
10K ZIP Campaign - 2025-12-05,59342,Postal Code,
10K ZIP Campaign - 2025-12-05,59343,Postal Code,
10K ZIP Campaign - 2025-12-05,59347,Postal Code,
10K ZIP Campaign - 2025-12-05,59350,Postal Code,
10K ZIP Campaign - 2025-12-05,59359,Postal Code,
10K ZIP Campaign - 2025-12-05,59366,Postal Code,
10K ZIP Campaign - 2025-12-05,59372,Postal Code,
10K ZIP Campaign - 2025-12-05,59382,Postal Code,
10K ZIP Campaign - 2025-12-05,59393,Postal Code,
10K ZIP Campaign - 2025-12-05,59398,Postal Code,
10K ZIP Campaign - 2025-12-05,59399,Postal Code,
10K ZIP Campaign - 2025-12-05,59403,Postal Code,
10K ZIP Campaign - 2025-12-05,59406,Postal Code,
10K ZIP Campaign - 2025-12-05,59414,Postal Code,
10K ZIP Campaign - 2025-12-05,59421,Postal Code,
10K ZIP Campaign - 2025-12-05,59431,Postal Code,
10K ZIP Campaign - 2025-12-05,59434,Postal Code,
10K ZIP Campaign - 2025-12-05,59436,Postal Code,
10K ZIP Campaign - 2025-12-05,59442,Postal Code,
10K ZIP Campaign - 2025-12-05,59448,Postal Code,
10K ZIP Campaign - 2025-12-05,59463,Postal Code,
10K ZIP Campaign - 2025-12-05,59472,Postal Code,
10K ZIP Campaign - 2025-12-05,59485,Postal Code,
10K ZIP Campaign - 2025-12-05,59486,Postal Code,
10K ZIP Campaign - 2025-12-05,59496,Postal Code,
10K ZIP Campaign - 2025-12-05,59505,Postal Code,
10K ZIP Campaign - 2025-12-05,59506,Postal Code,
10K ZIP Campaign - 2025-12-05,59537,Postal Code,
10K ZIP Campaign - 2025-12-05,59540,Postal Code,
10K ZIP Campaign - 2025-12-05,59553,Postal Code,
10K ZIP Campaign - 2025-12-05,59556,Postal Code,
10K ZIP Campaign - 2025-12-05,59557,Postal Code,
10K ZIP Campaign - 2025-12-05,59564,Postal Code,
10K ZIP Campaign - 2025-12-05,59577,Postal Code,
10K ZIP Campaign - 2025-12-05,59593,Postal Code,
10K ZIP Campaign - 2025-12-05,59602,Postal Code,
10K ZIP Campaign - 2025-12-05,59629,Postal Code,
10K ZIP Campaign - 2025-12-05,59651,Postal Code,
10K ZIP Campaign - 2025-12-05,59661,Postal Code,
10K ZIP Campaign - 2025-12-05,59677,Postal Code,
10K ZIP Campaign - 2025-12-05,59687,Postal Code,
10K ZIP Campaign - 2025-12-05,59690,Postal Code,
10K ZIP Campaign - 2025-12-05,59695,Postal Code,
10K ZIP Campaign - 2025-12-05,59719,Postal Code,
10K ZIP Campaign - 2025-12-05,59734,Postal Code,
10K ZIP Campaign - 2025-12-05,59735,Postal Code,
10K ZIP Campaign - 2025-12-05,59742,Postal Code,
10K ZIP Campaign - 2025-12-05,59763,Postal Code,
10K ZIP Campaign - 2025-12-05,59771,Postal Code,
10K ZIP Campaign - 2025-12-05,59783,Postal Code,
10K ZIP Campaign - 2025-12-05,59787,Postal Code,
10K ZIP Campaign - 2025-12-05,59792,Postal Code,
10K ZIP Campaign - 2025-12-05,59808,Postal Code,
10K ZIP Campaign - 2025-12-05,59839,Postal Code,
10K ZIP Campaign - 2025-12-05,59845,Postal Code,
10K ZIP Campaign - 2025-12-05,59871,Postal Code,
10K ZIP Campaign - 2025-12-05,59877,Postal Code,
10K ZIP Campaign - 2025-12-05,59881,Postal Code,
10K ZIP Campaign - 2025-12-05,59884,Postal Code,
10K ZIP Campaign - 2025-12-05,59889,Postal Code,
10K ZIP Campaign - 2025-12-05,59905,Postal Code,
10K ZIP Campaign - 2025-12-05,59917,Postal Code,
10K ZIP Campaign - 2025-12-05,59924,Postal Code,
10K ZIP Campaign - 2025-12-05,59926,Postal Code,
10K ZIP Campaign - 2025-12-05,59935,Postal Code,
10K ZIP Campaign - 2025-12-05,59946,Postal Code,
10K ZIP Campaign - 2025-12-05,60009,Postal Code,
10K ZIP Campaign - 2025-12-05,60012,Postal Code,
10K ZIP Campaign - 2025-12-05,60014,Postal Code,
10K ZIP Campaign - 2025-12-05,60017,Postal Code,
10K ZIP Campaign - 2025-12-05,60025,Postal Code,
10K ZIP Campaign - 2025-12-05,60031,Postal Code,
10K ZIP Campaign - 2025-12-05,60036,Postal Code,
10K ZIP Campaign - 2025-12-05,60041,Postal Code,
10K ZIP Campaign - 2025-12-05,60043,Postal Code,
10K ZIP Campaign - 2025-12-05,60054,Postal Code,
10K ZIP Campaign - 2025-12-05,60062,Postal Code,
10K ZIP Campaign - 2025-12-05,60063,Postal Code,
10K ZIP Campaign - 2025-12-05,60064,Postal Code,
10K ZIP Campaign - 2025-12-05,60065,Postal Code,
10K ZIP Campaign - 2025-12-05,60066,Postal Code,
10K ZIP Campaign - 2025-12-05,60069,Postal Code,
10K ZIP Campaign - 2025-12-05,60070,Postal Code,
10K ZIP Campaign - 2025-12-05,60071,Postal Code,
10K ZIP Campaign - 2025-12-05,60074,Postal Code,
10K ZIP Campaign - 2025-12-05,60077,Postal Code,
10K ZIP Campaign - 2025-12-05,60089,Postal Code,
10K ZIP Campaign - 2025-12-05,60094,Postal Code,
10K ZIP Campaign - 2025-12-05,60099,Postal Code,
10K ZIP Campaign - 2025-12-05,60107,Postal Code,
10K ZIP Campaign - 2025-12-05,60110,Postal Code,
10K ZIP Campaign - 2025-12-05,60130,Postal Code,
10K ZIP Campaign - 2025-12-05,60146,Postal Code,
10K ZIP Campaign - 2025-12-05,60177,Postal Code,
10K ZIP Campaign - 2025-12-05,60189,Postal Code,
10K ZIP Campaign - 2025-12-05,60194,Postal Code,
10K ZIP Campaign - 2025-12-05,60196,Postal Code,
10K ZIP Campaign - 2025-12-05,60236,Postal Code,
10K ZIP Campaign - 2025-12-05,60244,Postal Code,
10K ZIP Campaign - 2025-12-05,60254,Postal Code,
10K ZIP Campaign - 2025-12-05,60262,Postal Code,
10K ZIP Campaign - 2025-12-05,60284,Postal Code,
10K ZIP Campaign - 2025-12-05,60286,Postal Code,
10K ZIP Campaign - 2025-12-05,60302,Postal Code,
10K ZIP Campaign - 2025-12-05,60303,Postal Code,
10K ZIP Campaign - 2025-12-05,60313,Postal Code,
10K ZIP Campaign - 2025-12-05,60315,Postal Code,
10K ZIP Campaign - 2025-12-05,60326,Postal Code,
10K ZIP Campaign - 2025-12-05,60335,Postal Code,
10K ZIP Campaign - 2025-12-05,60358,Postal Code,
10K ZIP Campaign - 2025-12-05,60360,Postal Code,
10K ZIP Campaign - 2025-12-05,60362,Postal Code,
10K ZIP Campaign - 2025-12-05,60368,Postal Code,
10K ZIP Campaign - 2025-12-05,60390,Postal Code,
10K ZIP Campaign - 2025-12-05,60396,Postal Code,
10K ZIP Campaign - 2025-12-05,60399,Postal Code,
10K ZIP Campaign - 2025-12-05,60402,Postal Code,
10K ZIP Campaign - 2025-12-05,60406,Postal Code,
10K ZIP Campaign - 2025-12-05,60418,Postal Code,
10K ZIP Campaign - 2025-12-05,60419,Postal Code,
10K ZIP Campaign - 2025-12-05,60420,Postal Code,
10K ZIP Campaign - 2025-12-05,60427,Postal Code,
10K ZIP Campaign - 2025-12-05,60431,Postal Code,
10K ZIP Campaign - 2025-12-05,60433,Postal Code,
10K ZIP Campaign - 2025-12-05,60435,Postal Code,
10K ZIP Campaign - 2025-12-05,60446,Postal Code,
10K ZIP Campaign - 2025-12-05,60450,Postal Code,
10K ZIP Campaign - 2025-12-05,60453,Postal Code,
10K ZIP Campaign - 2025-12-05,60467,Postal Code,
10K ZIP Campaign - 2025-12-05,60471,Postal Code,
10K ZIP Campaign - 2025-12-05,60473,Postal Code,
10K ZIP Campaign - 2025-12-05,60519,Postal Code,
10K ZIP Campaign - 2025-12-05,60522,Postal Code,
10K ZIP Campaign - 2025-12-05,60535,Postal Code,
10K ZIP Campaign - 2025-12-05,60547,Postal Code,
10K ZIP Campaign - 2025-12-05,60548,Postal Code,
10K ZIP Campaign - 2025-12-05,60551,Postal Code,
10K ZIP Campaign - 2025-12-05,60562,Postal Code,
10K ZIP Campaign - 2025-12-05,60583,Postal Code,
10K ZIP Campaign - 2025-12-05,60586,Postal Code,
10K ZIP Campaign - 2025-12-05,60596,Postal Code,
10K ZIP Campaign - 2025-12-05,60597,Postal Code,
10K ZIP Campaign - 2025-12-05,60603,Postal Code,
10K ZIP Campaign - 2025-12-05,60606,Postal Code,
10K ZIP Campaign - 2025-12-05,60650,Postal Code,
10K ZIP Campaign - 2025-12-05,60663,Postal Code,
10K ZIP Campaign - 2025-12-05,60667,Postal Code,
10K ZIP Campaign - 2025-12-05,60679,Postal Code,
10K ZIP Campaign - 2025-12-05,60680,Postal Code,
10K ZIP Campaign - 2025-12-05,60686,Postal Code,
10K ZIP Campaign - 2025-12-05,60689,Postal Code,
10K ZIP Campaign - 2025-12-05,60693,Postal Code,
10K ZIP Campaign - 2025-12-05,60699,Postal Code,
10K ZIP Campaign - 2025-12-05,60716,Postal Code,
10K ZIP Campaign - 2025-12-05,60756,Postal Code,
10K ZIP Campaign - 2025-12-05,60767,Postal Code,
10K ZIP Campaign - 2025-12-05,60771,Postal Code,
10K ZIP Campaign - 2025-12-05,60773,Postal Code,
10K ZIP Campaign - 2025-12-05,60778,Postal Code,
10K ZIP Campaign - 2025-12-05,60781,Postal Code,
10K ZIP Campaign - 2025-12-05,60783,Postal Code,
10K ZIP Campaign - 2025-12-05,60814,Postal Code,
10K ZIP Campaign - 2025-12-05,60842,Postal Code,
10K ZIP Campaign - 2025-12-05,60850,Postal Code,
10K ZIP Campaign - 2025-12-05,60948,Postal Code,
10K ZIP Campaign - 2025-12-05,60950,Postal Code,
10K ZIP Campaign - 2025-12-05,60963,Postal Code,
10K ZIP Campaign - 2025-12-05,60966,Postal Code,
10K ZIP Campaign - 2025-12-05,60989,Postal Code,
10K ZIP Campaign - 2025-12-05,60990,Postal Code,
10K ZIP Campaign - 2025-12-05,60999,Postal Code,
10K ZIP Campaign - 2025-12-05,61005,Postal Code,
10K ZIP Campaign - 2025-12-05,61014,Postal Code,
10K ZIP Campaign - 2025-12-05,61017,Postal Code,
10K ZIP Campaign - 2025-12-05,61019,Postal Code,
10K ZIP Campaign - 2025-12-05,61052,Postal Code,
10K ZIP Campaign - 2025-12-05,61061,Postal Code,
10K ZIP Campaign - 2025-12-05,61067,Postal Code,
10K ZIP Campaign - 2025-12-05,61072,Postal Code,
10K ZIP Campaign - 2025-12-05,61073,Postal Code,
10K ZIP Campaign - 2025-12-05,61075,Postal Code,
10K ZIP Campaign - 2025-12-05,61086,Postal Code,
10K ZIP Campaign - 2025-12-05,61089,Postal Code,
10K ZIP Campaign - 2025-12-05,61101,Postal Code,
10K ZIP Campaign - 2025-12-05,61116,Postal Code,
10K ZIP Campaign - 2025-12-05,61118,Postal Code,
10K ZIP Campaign - 2025-12-05,61125,Postal Code,
10K ZIP Campaign - 2025-12-05,61131,Postal Code,
10K ZIP Campaign - 2025-12-05,61161,Postal Code,
10K ZIP Campaign - 2025-12-05,61164,Postal Code,
10K ZIP Campaign - 2025-12-05,61180,Postal Code,
10K ZIP Campaign - 2025-12-05,61184,Postal Code,
10K ZIP Campaign - 2025-12-05,61188,Postal Code,
10K ZIP Campaign - 2025-12-05,61195,Postal Code,
10K ZIP Campaign - 2025-12-05,61213,Postal Code,
10K ZIP Campaign - 2025-12-05,61215,Postal Code,
10K ZIP Campaign - 2025-12-05,61218,Postal Code,
10K ZIP Campaign - 2025-12-05,61234,Postal Code,
10K ZIP Campaign - 2025-12-05,61248,Postal Code,
10K ZIP Campaign - 2025-12-05,61253,Postal Code,
10K ZIP Campaign - 2025-12-05,61254,Postal Code,
10K ZIP Campaign - 2025-12-05,61269,Postal Code,
10K ZIP Campaign - 2025-12-05,61285,Postal Code,
10K ZIP Campaign - 2025-12-05,61292,Postal Code,
10K ZIP Campaign - 2025-12-05,61293,Postal Code,
10K ZIP Campaign - 2025-12-05,61301,Postal Code,
10K ZIP Campaign - 2025-12-05,61327,Postal Code,
10K ZIP Campaign - 2025-12-05,61330,Postal Code,
10K ZIP Campaign - 2025-12-05,61333,Postal Code,
10K ZIP Campaign - 2025-12-05,61335,Postal Code,
10K ZIP Campaign - 2025-12-05,61336,Postal Code,
10K ZIP Campaign - 2025-12-05,61342,Postal Code,
10K ZIP Campaign - 2025-12-05,61351,Postal Code,
10K ZIP Campaign - 2025-12-05,61353,Postal Code,
10K ZIP Campaign - 2025-12-05,61394,Postal Code,
10K ZIP Campaign - 2025-12-05,61402,Postal Code,
10K ZIP Campaign - 2025-12-05,61416,Postal Code,
10K ZIP Campaign - 2025-12-05,61422,Postal Code,
10K ZIP Campaign - 2025-12-05,61424,Postal Code,
10K ZIP Campaign - 2025-12-05,61444,Postal Code,
10K ZIP Campaign - 2025-12-05,61466,Postal Code,
10K ZIP Campaign - 2025-12-05,61469,Postal Code,
10K ZIP Campaign - 2025-12-05,61473,Postal Code,
10K ZIP Campaign - 2025-12-05,61474,Postal Code,
10K ZIP Campaign - 2025-12-05,61475,Postal Code,
10K ZIP Campaign - 2025-12-05,61505,Postal Code,
10K ZIP Campaign - 2025-12-05,61508,Postal Code,
10K ZIP Campaign - 2025-12-05,61529,Postal Code,
10K ZIP Campaign - 2025-12-05,61543,Postal Code,
10K ZIP Campaign - 2025-12-05,61549,Postal Code,
10K ZIP Campaign - 2025-12-05,61566,Postal Code,
10K ZIP Campaign - 2025-12-05,61594,Postal Code,
10K ZIP Campaign - 2025-12-05,61616,Postal Code,
10K ZIP Campaign - 2025-12-05,61623,Postal Code,
10K ZIP Campaign - 2025-12-05,61627,Postal Code,
10K ZIP Campaign - 2025-12-05,61637,Postal Code,
10K ZIP Campaign - 2025-12-05,61640,Postal Code,
10K ZIP Campaign - 2025-12-05,61647,Postal Code,
10K ZIP Campaign - 2025-12-05,61676,Postal Code,
10K ZIP Campaign - 2025-12-05,61678,Postal Code,
10K ZIP Campaign - 2025-12-05,61688,Postal Code,
10K ZIP Campaign - 2025-12-05,61693,Postal Code,
10K ZIP Campaign - 2025-12-05,61696,Postal Code,
10K ZIP Campaign - 2025-12-05,61697,Postal Code,
10K ZIP Campaign - 2025-12-05,61699,Postal Code,
10K ZIP Campaign - 2025-12-05,61708,Postal Code,
10K ZIP Campaign - 2025-12-05,61728,Postal Code,
10K ZIP Campaign - 2025-12-05,61731,Postal Code,
10K ZIP Campaign - 2025-12-05,61732,Postal Code,
10K ZIP Campaign - 2025-12-05,61740,Postal Code,
10K ZIP Campaign - 2025-12-05,61744,Postal Code,
10K ZIP Campaign - 2025-12-05,61748,Postal Code,
10K ZIP Campaign - 2025-12-05,61754,Postal Code,
10K ZIP Campaign - 2025-12-05,61781,Postal Code,
10K ZIP Campaign - 2025-12-05,61786,Postal Code,
10K ZIP Campaign - 2025-12-05,61789,Postal Code,
10K ZIP Campaign - 2025-12-05,61794,Postal Code,
10K ZIP Campaign - 2025-12-05,61817,Postal Code,
10K ZIP Campaign - 2025-12-05,61832,Postal Code,
10K ZIP Campaign - 2025-12-05,61838,Postal Code,
10K ZIP Campaign - 2025-12-05,61862,Postal Code,
10K ZIP Campaign - 2025-12-05,61876,Postal Code,
10K ZIP Campaign - 2025-12-05,61880,Postal Code,
10K ZIP Campaign - 2025-12-05,61885,Postal Code,
10K ZIP Campaign - 2025-12-05,61898,Postal Code,
10K ZIP Campaign - 2025-12-05,61899,Postal Code,
10K ZIP Campaign - 2025-12-05,61903,Postal Code,
10K ZIP Campaign - 2025-12-05,61915,Postal Code,
10K ZIP Campaign - 2025-12-05,61922,Postal Code,
10K ZIP Campaign - 2025-12-05,61941,Postal Code,
10K ZIP Campaign - 2025-12-05,61965,Postal Code,
10K ZIP Campaign - 2025-12-05,61971,Postal Code,
10K ZIP Campaign - 2025-12-05,61973,Postal Code,
10K ZIP Campaign - 2025-12-05,61993,Postal Code,
10K ZIP Campaign - 2025-12-05,61994,Postal Code,
10K ZIP Campaign - 2025-12-05,62000,Postal Code,
10K ZIP Campaign - 2025-12-05,62031,Postal Code,
10K ZIP Campaign - 2025-12-05,62047,Postal Code,
10K ZIP Campaign - 2025-12-05,62069,Postal Code,
10K ZIP Campaign - 2025-12-05,62070,Postal Code,
10K ZIP Campaign - 2025-12-05,62071,Postal Code,
10K ZIP Campaign - 2025-12-05,62087,Postal Code,
10K ZIP Campaign - 2025-12-05,62089,Postal Code,
10K ZIP Campaign - 2025-12-05,62094,Postal Code,
10K ZIP Campaign - 2025-12-05,62119,Postal Code,
10K ZIP Campaign - 2025-12-05,62125,Postal Code,
10K ZIP Campaign - 2025-12-05,62144,Postal Code,
10K ZIP Campaign - 2025-12-05,62145,Postal Code,
10K ZIP Campaign - 2025-12-05,62147,Postal Code,
10K ZIP Campaign - 2025-12-05,62149,Postal Code,
10K ZIP Campaign - 2025-12-05,62164,Postal Code,
10K ZIP Campaign - 2025-12-05,62170,Postal Code,
10K ZIP Campaign - 2025-12-05,62173,Postal Code,
10K ZIP Campaign - 2025-12-05,62190,Postal Code,
10K ZIP Campaign - 2025-12-05,62198,Postal Code,
10K ZIP Campaign - 2025-12-05,62200,Postal Code,
10K ZIP Campaign - 2025-12-05,62201,Postal Code,
10K ZIP Campaign - 2025-12-05,62210,Postal Code,
10K ZIP Campaign - 2025-12-05,62217,Postal Code,
10K ZIP Campaign - 2025-12-05,62222,Postal Code,
10K ZIP Campaign - 2025-12-05,62229,Postal Code,
10K ZIP Campaign - 2025-12-05,62232,Postal Code,
10K ZIP Campaign - 2025-12-05,62235,Postal Code,
10K ZIP Campaign - 2025-12-05,62259,Postal Code,
10K ZIP Campaign - 2025-12-05,62269,Postal Code,
10K ZIP Campaign - 2025-12-05,62274,Postal Code,
10K ZIP Campaign - 2025-12-05,62297,Postal Code,
10K ZIP Campaign - 2025-12-05,62298,Postal Code,
10K ZIP Campaign - 2025-12-05,62299,Postal Code,
10K ZIP Campaign - 2025-12-05,62310,Postal Code,
10K ZIP Campaign - 2025-12-05,62311,Postal Code,
10K ZIP Campaign - 2025-12-05,62331,Postal Code,
10K ZIP Campaign - 2025-12-05,62336,Postal Code,
10K ZIP Campaign - 2025-12-05,62346,Postal Code,
10K ZIP Campaign - 2025-12-05,62349,Postal Code,
10K ZIP Campaign - 2025-12-05,62360,Postal Code,
10K ZIP Campaign - 2025-12-05,62364,Postal Code,
10K ZIP Campaign - 2025-12-05,62368,Postal Code,
10K ZIP Campaign - 2025-12-05,62370,Postal Code,
10K ZIP Campaign - 2025-12-05,62371,Postal Code,
10K ZIP Campaign - 2025-12-05,62385,Postal Code,
10K ZIP Campaign - 2025-12-05,62399,Postal Code,
10K ZIP Campaign - 2025-12-05,62400,Postal Code,
10K ZIP Campaign - 2025-12-05,62406,Postal Code,
10K ZIP Campaign - 2025-12-05,62418,Postal Code,
10K ZIP Campaign - 2025-12-05,62430,Postal Code,
10K ZIP Campaign - 2025-12-05,62435,Postal Code,
10K ZIP Campaign - 2025-12-05,62450,Postal Code,
10K ZIP Campaign - 2025-12-05,62463,Postal Code,
10K ZIP Campaign - 2025-12-05,62472,Postal Code,
10K ZIP Campaign - 2025-12-05,62473,Postal Code,
10K ZIP Campaign - 2025-12-05,62483,Postal Code,
10K ZIP Campaign - 2025-12-05,62495,Postal Code,
10K ZIP Campaign - 2025-12-05,62510,Postal Code,
10K ZIP Campaign - 2025-12-05,62520,Postal Code,
10K ZIP Campaign - 2025-12-05,62521,Postal Code,
10K ZIP Campaign - 2025-12-05,62524,Postal Code,
10K ZIP Campaign - 2025-12-05,62540,Postal Code,
10K ZIP Campaign - 2025-12-05,62554,Postal Code,
10K ZIP Campaign - 2025-12-05,62576,Postal Code,
10K ZIP Campaign - 2025-12-05,62580,Postal Code,
10K ZIP Campaign - 2025-12-05,62585,Postal Code,
10K ZIP Campaign - 2025-12-05,62599,Postal Code,
10K ZIP Campaign - 2025-12-05,62608,Postal Code,
10K ZIP Campaign - 2025-12-05,62620,Postal Code,
10K ZIP Campaign - 2025-12-05,62628,Postal Code,
10K ZIP Campaign - 2025-12-05,62658,Postal Code,
10K ZIP Campaign - 2025-12-05,62670,Postal Code,
10K ZIP Campaign - 2025-12-05,62678,Postal Code,
10K ZIP Campaign - 2025-12-05,62691,Postal Code,
10K ZIP Campaign - 2025-12-05,62694,Postal Code,
10K ZIP Campaign - 2025-12-05,62695,Postal Code,
10K ZIP Campaign - 2025-12-05,62698,Postal Code,
10K ZIP Campaign - 2025-12-05,62703,Postal Code,
10K ZIP Campaign - 2025-12-05,62732,Postal Code,
10K ZIP Campaign - 2025-12-05,62735,Postal Code,
10K ZIP Campaign - 2025-12-05,62736,Postal Code,
10K ZIP Campaign - 2025-12-05,62742,Postal Code,
10K ZIP Campaign - 2025-12-05,62750,Postal Code,
10K ZIP Campaign - 2025-12-05,62761,Postal Code,
10K ZIP Campaign - 2025-12-05,62782,Postal Code,
10K ZIP Campaign - 2025-12-05,62788,Postal Code,
10K ZIP Campaign - 2025-12-05,62798,Postal Code,
10K ZIP Campaign - 2025-12-05,62814,Postal Code,
10K ZIP Campaign - 2025-12-05,62817,Postal Code,
10K ZIP Campaign - 2025-12-05,62821,Postal Code,
10K ZIP Campaign - 2025-12-05,62829,Postal Code,
10K ZIP Campaign - 2025-12-05,62832,Postal Code,
10K ZIP Campaign - 2025-12-05,62836,Postal Code,
10K ZIP Campaign - 2025-12-05,62867,Postal Code,
10K ZIP Campaign - 2025-12-05,62877,Postal Code,
10K ZIP Campaign - 2025-12-05,62884,Postal Code,
10K ZIP Campaign - 2025-12-05,62886,Postal Code,
10K ZIP Campaign - 2025-12-05,62888,Postal Code,
10K ZIP Campaign - 2025-12-05,62898,Postal Code,
10K ZIP Campaign - 2025-12-05,62906,Postal Code,
10K ZIP Campaign - 2025-12-05,62915,Postal Code,
10K ZIP Campaign - 2025-12-05,62916,Postal Code,
10K ZIP Campaign - 2025-12-05,62940,Postal Code,
